model,hypothesis_label,folds_count,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,precision_binary_mean,precision_binary_std,precision_binary_min,precision_binary_max,recall_binary_mean,recall_binary_std,recall_binary_min,recall_binary_max,f1_binary_mean,f1_binary_std,f1_binary_min,f1_binary_max,precision_micro_mean,precision_micro_std,precision_micro_min,precision_micro_max,recall_micro_mean,recall_micro_std,recall_micro_min,recall_micro_max,f1_micro_mean,f1_micro_std,f1_micro_min,f1_micro_max,f1_macro_mean,f1_macro_std,f1_macro_min,f1_macro_max,cohen_kappa_mean,cohen_kappa_std,cohen_kappa_min,cohen_kappa_max,prevalence_mean,prevalence_std,prevalence_min,prevalence_max,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,pr_auc_mean,pr_auc_std,pr_auc_min,pr_auc_max
socio_economic,ALL_LABELS,5,0.946351981,0.036395695,0.861538462,1,0.968015873,0.074277302,0.75,1,0.647502546,0.222504106,0.333333333,1,0.753251604,0.166571498,0.5,1,0.946351981,0.036395695,0.861538462,1,0.946351981,0.036395695,0.861538462,1,0.946351981,0.036395695,0.861538462,1,0.859145454,0.086789498,0.733606557,1,0.721542103,0.170624843,0.475806452,1,0.174379613,0.157148172,0.075757576,0.523076923,0.933882065,0.076680698,0.709039548,1,0.849610437,0.136279118,0.508391734,1
social_roles,ALL_LABELS,5,0.938150412,0.050053351,0.818181818,0.98989899,0.881595365,0.30508681,0,1,0.651027846,0.292355061,0,1,0.730313179,0.289708227,0,0.944444444,0.938150412,0.050053351,0.818181818,0.98989899,0.938150412,0.050053351,0.818181818,0.98989899,0.938150412,0.050053351,0.818181818,0.98989899,0.835853944,0.141286768,0.478723404,0.966049383,0.677714672,0.273125891,0,0.932145305,0.25,0.258603599,0.04040404,0.683673469,0.953476177,0.059846613,0.784210526,1,0.906762133,0.131132074,0.606095679,1
social_deviance,ALL_LABELS,5,0.878100755,0.103807763,0.681818182,1,0.944741217,0.087454659,0.666666667,1,0.631481289,0.195063702,0.384615385,1,0.743955819,0.14722556,0.5,1,0.878100755,0.103807763,0.681818182,1,0.878100755,0.103807763,0.681818182,1,0.878100755,0.103807763,0.681818182,1,0.82501858,0.105440656,0.678198282,1,0.659399982,0.202693383,0.380697051,1,0.261350372,0.185922914,0.061538462,0.560606061,0.918257561,0.059166401,0.794444444,1,0.88021025,0.092499652,0.666900367,1
real_estate,ALL_LABELS,5,0.874358974,0.157556003,0.423076923,1,0.842748918,0.344671168,0,1,0.712698413,0.356195361,0,1,0.752319125,0.354720823,0,1,0.874358974,0.157556003,0.423076923,1,0.874358974,0.157556003,0.423076923,1,0.874358974,0.157556003,0.423076923,1,0.829516904,0.224898321,0.297297297,1,0.706176554,0.348337596,0,1,0.378205128,0.127913421,0.269230769,0.576923077,0.862843107,0.20995346,0.323308271,1,0.863450012,0.218884062,0.334170178,1
profession,ALL_LABELS,5,0.982466685,0.019617263,0.922800718,1,0.894179028,0.149538016,0,1,0.76920057,0.178930018,0,1,0.818276979,0.153768568,0,1,0.982466685,0.019617263,0.922800718,1,0.982466685,0.019617263,0.922800718,1,0.982466685,0.019617263,0.922800718,1,0.903843804,0.078215486,0.496363636,1,0.808127335,0.155524039,-0.003168855,1,0.074486488,0.114817079,0.008944544,0.463898917,0.978477842,0.035497236,0.811841038,1,0.879162419,0.113673269,0.414035964,1
identities,ALL_LABELS,5,0.971768218,0.025366766,0.888198758,1,0.854439962,0.288420693,0,1,0.662986677,0.28805362,0,1,0.728348595,0.271233776,0,1,0.971768218,0.025366766,0.888198758,1,0.971768218,0.025366766,0.888198758,1,0.971768218,0.025366766,0.888198758,1,0.855331854,0.134504311,0.495268139,1,0.71209442,0.26649829,0,1,0.106567155,0.122195163,0.012738854,0.414012739,0.961512349,0.054026591,0.744725738,1,0.849293584,0.185072097,0.053172115,1
business_activity,ALL_LABELS,5,0.810474057,0.109001091,0.610526316,0.936170213,0.833070455,0.261109963,0,1,0.515359477,0.176383711,0,0.8125,0.632527317,0.203603169,0,0.896551724,0.810474057,0.109001091,0.610526316,0.936170213,0.810474057,0.109001091,0.610526316,0.936170213,0.810474057,0.109001091,0.610526316,0.936170213,0.725940076,0.108357053,0.465909091,0.925198939,0.476006099,0.199104909,-0.019891501,0.851108765,0.393945502,0.254364775,0.117021277,0.723404255,0.824366952,0.082335306,0.670317634,0.978658537,0.80404308,0.164675896,0.311583694,0.940865191
age_family,ALL_LABELS,5,0.958021514,0.035943701,0.882352941,1,0.836830595,0.231826033,0,1,0.723226399,0.268368677,0,1,0.761545646,0.244827199,0,1,0.958021514,0.035943701,0.882352941,1,0.958021514,0.035943701,0.882352941,1,0.958021514,0.035943701,0.882352941,1,0.86555279,0.119013087,0.49382716,1,0.732163886,0.235743988,0,1,0.165490036,0.162191515,0.018072289,0.426829268,0.960712716,0.047345968,0.755477651,1,0.850074009,0.171916668,0.213756614,1
labor_market_w_entrepreneurs,ALL_LABELS,5,0.959989284,0.054012421,0.797297297,1,0.904795053,0.120239944,0.5,1,0.744284089,0.186023071,0.333333333,1,0.802007943,0.141018323,0.476190476,1,0.959989284,0.054012421,0.797297297,1,0.959989284,0.054012421,0.797297297,1,0.959989284,0.054012421,0.797297297,1,0.886625205,0.075842402,0.725092874,1,0.774312666,0.15048132,0.45320197,1,0.121189488,0.157935216,0.013513514,0.43438914,0.963905713,0.039204633,0.815068493,1,0.87447185,0.104489086,0.636586021,1
