accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
0.9919028340080972,1.0,0.5,0.6666666666666666,0.9919028340080972,0.9919028340080972,0.9919028340080972,0.8312841530054644,0.6630286493860846,0.016194331983805668,0.8580246913580246,0.689922534071435,1995.0,741,12
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1996.0,9,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1997.0,6,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1998.0,54,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1999.0,60,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2000.0,582,0
0.9791666666666666,0.0,0.0,0.0,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.49473684210526314,0.0,0.020833333333333332,1.0,1.0,2001.0,48,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004273504273504274,1.0,1.0,2002.0,468,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2003.0,15,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,1.0,1.0,2004.0,18,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2005.0,21,0
0.875,1.0,0.25,0.4,0.875,0.875,0.875,0.6651162790697674,0.3571428571428572,0.16666666666666666,0.7250000000000001,0.6916666666666667,2006.0,24,4
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2007.0,36,0
0.9971264367816092,0.0,0.0,0.0,0.9971264367816092,0.9971264367816092,0.9971264367816092,0.49928057553956834,0.0,0.0028735632183908046,0.18731988472622474,0.0035335689045936395,2008.0,348,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2009.0,18,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2010.0,15,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2011.0,12,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2012.0,33,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2013.0,18,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2014.0,27,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2015.0,108,0
0.9901960784313726,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9901960784313726,0.9901960784313726,0.9901960784313726,0.8308457711442786,0.6616915422885572,0.014705882352941176,0.9983416252072969,0.9166666666666665,2016.0,204,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009259259259259259,1.0,1.0,2017.0,108,1
0.9871794871794872,1.0,0.5,0.6666666666666666,0.9871794871794872,0.9871794871794872,0.9871794871794872,0.8300653594771241,0.6608695652173913,0.02564102564102564,0.9934210526315789,0.8333333333333333,2018.0,78,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2019.0,45,0
0.9814814814814815,0.0,0.0,0.0,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.4953271028037383,0.0,0.018518518518518517,0.9622641509433962,0.3333333333333333,2020.0,54,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2021.0,354,0
0.9976190476190476,0.75,1.0,0.8571428571428571,0.9976190476190476,0.9976190476190476,0.9976190476190476,0.9279711884753901,0.8559670781893004,0.007142857142857143,1.0,1.0,2022.0,420,3
0.9976019184652278,1.0,0.75,0.8571428571428571,0.9976019184652278,0.9976019184652278,0.9976019184652278,0.927966833650026,0.8559585492227979,0.009592326139088728,0.9945520581113801,0.8269230769230769,2023.0,417,4
