epoch,training_loss,validation_loss,fold
0.04604051565377532,0.09530474662780762,,1
0.09208103130755065,0.042185516357421876,,1
0.13812154696132597,0.03999253511428833,,1
0.1841620626151013,0.04079501152038574,,1
0.2302025782688766,0.04144534111022949,,1
0.27624309392265195,0.07258128643035888,,1
0.32228360957642727,0.0695250129699707,,1
0.3683241252302026,0.04184410572052002,,1
0.4143646408839779,0.01641435146331787,,1
0.4604051565377532,0.043126087188720706,,1
0.5064456721915286,0.013789067268371582,,1
0.5524861878453039,0.037748572826385496,,1
0.5985267034990792,0.024434971809387206,,1
0.6445672191528545,0.03000117778778076,,1
0.6906077348066298,0.006334651112556457,,1
0.7366482504604052,0.017750834226608277,,1
0.7826887661141805,0.017592376470565795,,1
0.8287292817679558,0.017716504335403442,,1
0.8747697974217311,0.014963451623916626,,1
0.9208103130755064,0.008762533068656922,,1
0.9668508287292817,0.010983227491378785,,1
1.0,,0.016175946220755577,1
1.0128913443830572,0.012094238996505738,,1
1.0589318600368325,0.004336505234241486,,1
1.1049723756906078,0.011561787128448487,,1
1.1510128913443831,0.011181498765945435,,1
1.1970534069981584,0.004300265908241272,,1
1.2430939226519337,0.003784066140651703,,1
1.289134438305709,0.01107487678527832,,1
1.3351749539594844,0.009423304796218872,,1
1.3812154696132597,0.0018226863443851471,,1
1.427255985267035,0.01375545620918274,,1
1.4732965009208103,0.0009007139503955841,,1
1.5193370165745856,0.024155735969543457,,1
1.565377532228361,0.02259525775909424,,1
1.6114180478821363,0.0008361010253429413,,1
1.6574585635359116,0.01438684105873108,,1
1.703499079189687,0.0005132585391402245,,1
1.7495395948434622,0.011317294836044312,,1
1.7955801104972375,0.013835606575012207,,1
1.8416206261510129,0.027261877059936525,,1
1.8876611418047882,0.005371615886688232,,1
1.9337016574585635,0.00048125240951776507,,1
1.979742173112339,0.02269644021987915,,1
2.0,,0.013487009331583977,1
2.0257826887661143,0.001143951714038849,,1
2.0718232044198897,0.0021045882999897003,,1
2.117863720073665,0.0042061471939086915,,1
2.1639042357274403,0.014356976747512818,,1
2.2099447513812156,0.002241949439048767,,1
2.255985267034991,0.003732294142246246,,1
2.3020257826887662,0.005843684673309326,,1
2.3480662983425415,0.0008278527110815048,,1
2.394106813996317,0.0063222479820251466,,1
2.440147329650092,0.0002378857508301735,,1
2.4861878453038675,0.00030887719243764876,,1
2.532228360957643,0.0055945712327957154,,1
2.578268876611418,0.0006900551170110703,,1
2.6243093922651934,0.012691367864608765,,1
2.6703499079189688,0.02023911237716675,,1
2.716390423572744,0.01224509596824646,,1
2.7624309392265194,0.00012351908721029757,,1
2.8084714548802947,0.00036017883569002153,,1
2.85451197053407,0.012801605463027953,,1
2.9005524861878453,0.00031723007559776307,,1
2.9465930018416207,0.00026319554075598717,,1
2.992633517495396,0.01153377652168274,,1
3.0,,0.010451184585690498,1
