accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004273504273504274,1.0,1.0,1995.0,702,3
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1996.0,18,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06666666666666667,1.0,1.0,1997.0,15,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,1998.0,42,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1999.0,36,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0039447731755424065,1.0,1.0,2000.0,507,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.017543859649122806,1.0,1.0,2001.0,57,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2002.0,477,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2003.0,18,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2004.0,9,0
0.9333333333333333,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.4827586206896552,0.0,0.06666666666666667,1.0,1.0,2005.0,15,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2006.0,9,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07407407407407407,1.0,1.0,2007.0,27,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002688172043010753,1.0,1.0,2008.0,372,1
0.9666666666666667,0.5,1.0,0.6666666666666666,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8245614035087718,0.6511627906976745,0.03333333333333333,1.0,1.0,2009.0,30,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.030303030303030304,1.0,1.0,2010.0,33,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2011.0,21,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,2012.0,21,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2013.0,24,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2014.0,21,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008771929824561403,1.0,1.0,2015.0,114,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014184397163120567,1.0,1.0,2016.0,141,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.013888888888888888,1.0,1.0,2017.0,144,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2018.0,126,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.022222222222222223,1.0,1.0,2019.0,45,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0392156862745098,1.0,1.0,2020.0,51,2
0.9975669099756691,0.875,1.0,0.9333333333333333,0.9975669099756691,0.9975669099756691,0.9975669099756691,0.9660470879801735,0.9320997852304642,0.0170316301703163,1.0,1.0,2021.0,411,7
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.006896551724137931,1.0,1.0,2022.0,435,3
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2023.0,420,0
