accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,outlet,n_pairs,n_pos_entail
0.9553571428571429,0.9,0.8571428571428571,0.8780487804878049,0.9553571428571429,0.9553571428571429,0.9553571428571429,0.9253631880581101,0.8507462686567164,0.1875,0.946101517530089,0.936139244409921,Bild,112,21
0.9761904761904762,1.0,0.8333333333333334,0.9090909090909091,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9476961394769614,0.8955223880597015,0.14285714285714285,0.9490740740740741,0.892156862745098,FAZ,42,6
0.9345238095238095,0.8064516129032258,0.8333333333333334,0.819672131147541,0.9345238095238095,0.9345238095238095,0.9345238095238095,0.8898360655737705,0.7796852646638055,0.17857142857142858,0.9528985507246378,0.9061105144251315,Figaro,168,30
0.9642857142857143,1.0,0.8,0.8888888888888888,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9338061465721039,0.8679245283018868,0.17857142857142858,0.8173913043478261,0.8384615384615384,Liberation,28,5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17857142857142858,1.0,1.0,Mediapart,28,5
0.9120879120879121,0.7857142857142857,0.6875,0.7333333333333333,0.9120879120879121,0.9120879120879121,0.9120879120879121,0.8403508771929824,0.6809815950920246,0.17582417582417584,0.9650000000000001,0.8953275074795052,Monde,91,16
0.9642857142857143,1.0,0.75,0.8571428571428571,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.9183673469387754,0.8372093023255814,0.14285714285714285,1.0,1.0,MondeDiplo,28,4
0.9833887043189369,0.9333333333333333,0.9545454545454546,0.9438202247191011,0.9833887043189369,0.9833887043189369,0.9833887043189369,0.9670368180125719,0.9340750799421789,0.1461794019933555,0.9907145383799081,0.968043808980652,Parisien,301,44
0.9333333333333333,0.8571428571428571,0.7058823529411765,0.7741935483870968,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.86754370156785,0.7355163727959697,0.1619047619047619,0.9471925133689839,0.8364948231627798,SZ,105,17
0.967032967032967,0.9230769230769231,0.8571428571428571,0.8888888888888888,0.967032967032967,0.967032967032967,0.967032967032967,0.9347670250896056,0.8695652173913043,0.15384615384615385,0.9805194805194806,0.9528811524609844,Spiegel,91,14
0.9591836734693877,0.9333333333333333,0.8235294117647058,0.875,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.9253048780487805,0.8507235338918507,0.17346938775510204,0.9883805374001453,0.9571258620407227,Welt,98,17
0.9591836734693877,0.9230769230769231,0.8,0.8571428571428571,0.9591836734693877,0.9591836734693877,0.9591836734693877,0.9166666666666666,0.8334749362786746,0.15306122448979592,0.9293172690763052,0.9134895197395196,Zeit,98,15
