accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,outlet,n_pairs,n_pos_entail
0.9166666666666666,1.0,0.5,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8095238095238095,0.625,0.16666666666666666,0.9500000000000001,0.8333333333333333,Bild,12,2
0.9333333333333333,1.0,0.6,0.75,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8557692307692308,0.7142857142857143,0.16666666666666666,0.988,0.941540404040404,FAZ,60,10
0.9090909090909091,1.0,0.5,0.6666666666666666,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8070175438596491,0.6206896551724137,0.18181818181818182,0.9398148148148148,0.9024064171122994,Figaro,66,12
0.9666666666666667,1.0,0.8,0.8888888888888888,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.934640522875817,0.8695652173913043,0.16666666666666666,0.992,0.9666666666666666,Liberation,30,5
0.9444444444444444,0.75,1.0,0.8571428571428571,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9113300492610837,0.8235294117647058,0.16666666666666666,0.9777777777777777,0.9166666666666665,Mediapart,18,3
0.9583333333333334,1.0,0.75,0.8571428571428571,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9163763066202091,0.8333333333333334,0.16666666666666666,0.9375,0.8611111111111112,Monde,24,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,MondeDiplo,18,3
0.9166666666666666,1.0,0.5,0.6666666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8095238095238095,0.625,0.16666666666666666,0.8,0.6666666666666666,Parisien,12,2
0.9285714285714286,1.0,0.5714285714285714,0.7272727272727273,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8430884184308842,0.6896551724137931,0.16666666666666666,0.9918367346938776,0.9617346938775511,SZ,42,7
0.8809523809523809,1.0,0.2857142857142857,0.4444444444444444,0.8809523809523809,0.8809523809523809,0.8809523809523809,0.6888888888888889,0.4,0.16666666666666666,0.5755102040816327,0.45283085091447456,Spiegel,42,7
0.9791666666666666,1.0,0.875,0.9333333333333333,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9604938271604938,0.9210526315789473,0.16666666666666666,1.0,1.0,Welt,48,8
0.9583333333333334,1.0,0.75,0.8571428571428571,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9163763066202091,0.8333333333333334,0.16666666666666666,0.875,0.8214285714285714,Zeit,24,4
