accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.979253112033195,0.8208955223880597,0.7534246575342466,0.7857142857142857,0.979253112033195,0.979253112033195,0.979253112033195,0.8874065614617941,0.7748341620903363,0.050484094052558784,0.9847648884055513,0.8766768619121698,athletes,1446,73
0.9868603042876902,0.717948717948718,0.7777777777777778,0.7466666666666667,0.9868603042876902,0.9868603042876902,0.9868603042876902,0.8699609513667022,0.7399329812006589,0.024896265560165973,0.9910953506698187,0.7974517408326075,authors and artists,1446,36
0.9972337482710927,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9972337482710927,0.9972337482710927,0.9972337482710927,0.9278731045490822,0.8557462090981645,0.009681881051175657,0.9983040702314444,0.9279616724738676,doctors,1446,14
0.9972337482710927,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9972337482710927,0.9972337482710927,0.9972337482710927,0.9326345213137666,0.8652690426275332,0.01037344398340249,0.9961798276263686,0.8921174218735194,farmers and fishermen,1446,15
0.9972337482710927,1.0,0.42857142857142855,0.6,0.9972337482710927,0.9972337482710927,0.9972337482710927,0.7993060374739764,0.5988347898460258,0.004840940525587829,0.9974188424501141,0.7595499738356881,health and care professionals,1446,7
0.9979253112033195,0.8571428571428571,0.75,0.8,0.9979253112033195,0.9979253112033195,0.9979253112033195,0.8994786235662149,0.7989619056446381,0.005532503457814661,0.9994784422809458,0.9305555555555556,journalists,1446,8
0.995850622406639,0.7,0.7,0.7,0.995850622406639,0.995850622406639,0.995850622406639,0.8489554317548746,0.6979108635097493,0.006915629322268326,0.996866295264624,0.6364880952380952,legal professionals,1446,10
0.9716459197786999,0.7391304347826086,0.5396825396825397,0.6238532110091743,0.9716459197786999,0.9716459197786999,0.9716459197786999,0.8045604538696609,0.6094929455005336,0.043568464730290454,0.9340288537685502,0.6915601941401937,other professions,1446,63
0.9695712309820194,0.9176470588235294,0.9105058365758755,0.9140625,0.9695712309820194,0.9695712309820194,0.9695712309820194,0.9477875525210084,0.8955754478221907,0.177731673582296,0.9909448806013619,0.9656089193682922,politicians and high-ranking officials,1446,257
0.9944674965421854,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.9944674965421854,0.9944674965421854,0.9944674965421854,0.8874883286647992,0.7749854113985606,0.011756569847856155,0.9972831679907792,0.8774001597531009,scientists and professors,1446,17
0.9854771784232366,0.9090909090909091,0.625,0.7407407407407407,0.9854771784232366,0.9854771784232366,0.9854771784232366,0.8666350448634332,0.7335334070447006,0.03319502074688797,0.9917441583214115,0.880657543616862,security forces,1446,48
0.9979253112033195,0.6666666666666666,0.8,0.7272727272727273,0.9979253112033195,0.9979253112033195,0.9979253112033195,0.8631157110851662,0.7262400605831125,0.003457814661134163,0.9973629424011103,0.7554545454545456,sex workers,1446,5
0.9937759336099585,0.7142857142857143,0.6666666666666666,0.6896551724137931,0.9937759336099585,0.9937759336099585,0.9937759336099585,0.8432558083515002,0.6865153923977454,0.01037344398340249,0.9954810156068018,0.7974066759066758,soldiers,1446,15
0.995850622406639,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.995850622406639,0.995850622406639,0.995850622406639,0.8835686295560685,0.7671497584541063,0.008298755186721992,0.9983147373314737,0.8321821696821697,teachers and educators,1446,12
