accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.976551724137931,0.7439024390243902,0.8243243243243243,0.782051282051282,0.976551724137931,0.976551724137931,0.976551724137931,0.884830305748673,0.7696950444726811,0.05103448275862069,0.9868203959773727,0.8072089235157508,athletes,1450,74
0.9868965517241379,0.7575757575757576,0.6944444444444444,0.7246376811594203,0.9868965517241379,0.9868965517241379,0.9868965517241379,0.8589631358817236,0.7179392673587649,0.02482758620689655,0.9921617161716172,0.7722708403922293,authors and artists,1450,36
0.9972413793103448,1.0,0.7142857142857143,0.8333333333333334,0.9972413793103448,0.9972413793103448,0.9972413793103448,0.9159712563745943,0.831981460023175,0.009655172413793104,0.9669717469160366,0.8729109640460598,doctors,1450,14
0.9986206896551724,1.0,0.8666666666666667,0.9285714285714286,0.9986206896551724,0.9986206896551724,0.9986206896551724,0.9639375248706725,0.9278786371549366,0.010344827586206896,0.9994425087108014,0.960952380952381,farmers and fishermen,1450,15
0.996551724137931,0.75,0.42857142857142855,0.5454545454545454,0.996551724137931,0.996551724137931,0.996551724137931,0.7718619213946316,0.5438530262992325,0.004827586206896552,0.996831996831997,0.6808408982322025,health and care professionals,1450,7
0.9993103448275862,0.8888888888888888,1.0,0.9411764705882353,0.9993103448275862,0.9993103448275862,0.9993103448275862,0.9704148048397299,0.9408308169427895,0.005517241379310344,1.0,1.0,journalists,1450,8
0.9958620689655172,0.6666666666666666,0.8,0.7272727272727273,0.9958620689655172,0.9958620689655172,0.9958620689655172,0.8625939730873713,0.7252053063802906,0.006896551724137931,0.9702777777777777,0.6677192248261654,legal professionals,1450,10
0.9717241379310345,0.7169811320754716,0.59375,0.6495726495726496,0.9717241379310345,0.9717241379310345,0.9717241379310345,0.8174201731513985,0.6349759925337394,0.044137931034482755,0.9606613005050506,0.6382076706010132,other professions,1450,64
0.9675862068965517,0.9375,0.8754863813229572,0.9054325955734407,0.9675862068965517,0.9675862068965517,0.9675862068965517,0.9429368554230083,0.8859013209663648,0.17724137931034484,0.9802870832123834,0.949620434653311,politicians and high-ranking officials,1450,257
0.9944827586206897,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.9944827586206897,0.9944827586206897,0.9944827586206897,0.8874922408441961,0.7749932110020561,0.011724137931034483,0.9982759328434793,0.8942827831256823,scientists and professors,1450,17
0.9882758620689656,0.8163265306122449,0.8333333333333334,0.8247422680412371,0.9882758620689656,0.9882758620689656,0.9882758620689656,0.9093386688047784,0.8186780045017874,0.03310344827586207,0.97702686638136,0.85064853067566,security forces,1450,48
0.9986206896551724,0.75,1.0,0.8571428571428571,0.9986206896551724,0.9986206896551724,0.9986206896551724,0.9282249282249282,0.8564640665214809,0.004137931034482759,0.9988457987072946,0.6496031746031746,sex workers,1450,6
0.9951724137931034,0.8,0.75,0.7741935483870968,0.9951724137931034,0.9951724137931034,0.9951724137931034,0.8858768369331789,0.7717562401619069,0.011034482758620689,0.964173640167364,0.6814031531017418,soldiers,1450,16
0.9979310344827587,0.9166666666666666,0.8461538461538461,0.88,0.9979310344827587,0.9979310344827587,0.9979310344827587,0.9394782608695652,0.8789582057988758,0.00896551724137931,0.9976446657031208,0.9147368421052632,teachers and educators,1450,13
