accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
0.9902319902319903,0.8695652173913043,0.8,0.8333333333333334,0.9902319902319903,0.9902319902319903,0.9902319902319903,0.9141509433962265,0.8283108851737331,0.030525030525030524,0.992808564231738,0.9095032896060029,1995.0,3276,100
0.9857142857142858,0.0,0.0,0.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.49640287769784175,0.0,0.0,,0.0,1996.0,70,0
0.9642857142857143,0.5,1.0,0.6666666666666666,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.8238993710691824,0.65,0.03571428571428571,1.0,1.0,1997.0,28,1
0.9862637362637363,0.6666666666666666,1.0,0.8,0.9862637362637363,0.9862637362637363,0.9862637362637363,0.896443812233286,0.7931818181818182,0.027472527472527472,0.9946327683615819,0.7941558441558441,1998.0,364,10
0.9892857142857143,0.8,0.8888888888888888,0.8421052631578947,0.9892857142857143,0.9892857142857143,0.9892857142857143,0.9182799883257127,0.8365758754863813,0.03214285714285714,0.9967199671996719,0.9333333333333333,1999.0,280,9
0.9879737609329446,0.8441558441558441,0.7558139534883721,0.7975460122699386,0.9879737609329446,0.9879737609329446,0.9879737609329446,0.8956744145856735,0.791368298819431,0.03134110787172012,0.9938098237877754,0.8922244673311384,2000.0,2744,86
0.996031746031746,0.8888888888888888,1.0,0.9411764705882353,0.996031746031746,0.996031746031746,0.996031746031746,0.9695615412489431,0.9391304347826087,0.031746031746031744,0.9969262295081968,0.875545634920635,2001.0,252,8
0.9842364532019704,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.9842364532019704,0.9842364532019704,0.9842364532019704,0.8580121703853956,0.7160243407707911,0.02857142857142857,0.9852066867174932,0.805225086653025,2002.0,2030,58
0.9642857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.8238993710691824,0.6477987421383649,0.05357142857142857,0.949685534591195,0.6555555555555556,2003.0,56,3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014285714285714285,1.0,1.0,2004.0,70,1
