decade,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2010.0,15568,417,0.9716084275436794,0.48492159227985526,0.9640287769784173,0.6452648475120385,0.9897459103537579,0.7739924758932598,0.5257595772787318,0.9544364508393285,0.6780238500851788,0.689922480620155,0.8537170263788969,0.7631296891747053
1990.0,20090,623,0.9667496266799402,0.48184019370460046,0.9582664526484751,0.6412459720730398,0.9835486914060679,0.7180176624966539,0.5175438596491229,0.9470304975922953,0.6693136698808848,0.6572890025575447,0.8250401284109149,0.7316725978647687
2000.0,35882,998,0.96828493395017,0.4655511811023622,0.9478957915831663,0.6244224422442244,0.9863813023363549,0.7178886113669741,0.5056787452677123,0.93687374749499,0.6568317527221637,0.6346623270951993,0.781563126252505,0.7004939380332286
2020.0,29708,860,0.9670459135586374,0.4657455382843984,0.9406976744186046,0.6230265691182133,0.9847709607050265,0.6943714247347926,0.5044303797468355,0.9267441860465117,0.6532786885245901,0.6193078324225865,0.7906976744186046,0.6945863125638406
,28,0,0.9642857142857143,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
