country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
Germany,52486,1575,0.9681057805891095,0.48394421018488487,0.9473015873015873,0.6406182911120653,0.9857385234675015,0.7238189339813115,0.5236402417348027,0.9352380952380952,0.6713764813126709,0.6503036437246964,0.8158730158730159,0.7237397916079977
France,48790,1323,0.9681492109038737,0.45807622504537204,0.9538926681783825,0.618930848455125,0.9859538410907933,0.7124867682890633,0.4960222752585521,0.9425547996976569,0.6499869689861871,0.6337174044875682,0.7898715041572184,0.7032301480484522
