accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.9854972375690608,0.8441558441558441,0.8783783783783784,0.8609271523178808,0.9854972375690608,0.9854972375690608,0.9854972375690608,0.9266384395469185,0.8532800648485901,0.05110497237569061,0.990292694441166,0.903505350548745,athletes,1448,74
0.988950276243094,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.988950276243094,0.988950276243094,0.988950276243094,0.8860560276990872,0.7721120553981744,0.024861878453038673,0.9970491029272899,0.8421013597608202,authors and artists,1448,36
0.9972375690607734,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9972375690607734,0.9972375690607734,0.9972375690607734,0.9278740785016936,0.8557481570033871,0.009668508287292817,0.9993026499302651,0.9505102040816324,doctors,1448,14
0.9951657458563536,0.8333333333333334,0.6666666666666666,0.7407407407407407,0.9951657458563536,0.9951657458563536,0.9951657458563536,0.8691504331100008,0.738331268071045,0.010359116022099447,0.9668760176785299,0.8034952491280856,farmers and fishermen,1448,15
0.9979281767955801,1.0,0.5714285714285714,0.7272727272727273,0.9979281767955801,0.9979281767955801,0.9979281767955801,0.8631164329604537,0.7263104838709677,0.004834254143646409,0.9141469217805096,0.616446564015869,health and care professionals,1448,7
0.9958563535911602,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9958563535911602,0.9958563535911602,0.9958563535911602,0.832290942784341,0.664581885568682,0.006215469613259668,0.9959076519187707,0.7537555037555039,journalists,1448,9
0.9972375690607734,0.8,0.8,0.8,0.9972375690607734,0.9972375690607734,0.9972375690607734,0.8993045897079277,0.7986091794158554,0.006906077348066298,0.9525730180806676,0.6970631944669896,legal professionals,1448,10
0.9578729281767956,0.5319148936170213,0.390625,0.45045045045045046,0.9578729281767956,0.9578729281767956,0.9578729281767956,0.7142736991929093,0.4290811313925229,0.04419889502762431,0.9030775830924855,0.4324270533731425,other professions,1448,64
0.9744475138121547,0.9104477611940298,0.9494163424124513,0.9295238095238095,0.9744475138121547,0.9744475138121547,0.9744475138121547,0.9569592898314956,0.9139269465079813,0.17748618784530387,0.9934855122889896,0.973673372941167,politicians and high-ranking officials,1448,257
0.9930939226519337,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.9930939226519337,0.9930939226519337,0.9930939226519337,0.8511941464216715,0.7023882928433427,0.011740331491712707,0.9618941916389196,0.5956821035042993,scientists and professors,1448,17
0.9848066298342542,0.7708333333333334,0.7708333333333334,0.7708333333333334,0.9848066298342542,0.9848066298342542,0.9848066298342542,0.8814880952380952,0.7629761904761905,0.03314917127071823,0.964657738095238,0.8438810920591726,security forces,1448,48
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004143646408839779,1.0,1.0,sex workers,1448,6
0.9951657458563536,0.8,0.75,0.7741935483870968,0.9951657458563536,0.9951657458563536,0.9951657458563536,0.8858751337048922,0.7717528373266078,0.011049723756906077,0.9978613826815642,0.844859082661719,soldiers,1448,16
0.994475138121547,0.7777777777777778,0.5384615384615384,0.6363636363636364,0.994475138121547,0.994475138121547,0.994475138121547,0.8167900297336623,0.6336727594712542,0.008977900552486187,0.955883141248995,0.6400692594050288,teachers and educators,1448,13
