year,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2001.0,1288,43,0.967391304347826,0.5060240963855421,0.9767441860465116,0.6666666666666666,0.9930886336041842,0.7740908405304578,0.5454545454545454,0.9767441860465116,0.7,0.6938775510204082,0.7906976744186046,0.7391304347826086
2013.0,434,8,0.9746543778801844,0.42105263157894735,1.0,0.5925925925925926,0.9961854460093896,0.776271645021645,0.5333333333333333,1.0,0.6956521739130435,0.6363636363636364,0.875,0.7368421052631579
2000.0,12824,357,0.9695102932002495,0.4762569832402235,0.9551820728291317,0.6356011183597391,0.9878233157384233,0.7469462282320902,0.521671826625387,0.9439775910364145,0.6719840478564307,0.6591422121896162,0.8179271708683473,0.73
1995.0,17038,535,0.9658410611574129,0.4779342723004695,0.9514018691588785,0.63625,0.9815595125440234,0.7091516549575693,0.514344262295082,0.9383177570093458,0.6644606221045665,0.6555891238670695,0.811214953271028,0.7251461988304093
2008.0,8344,223,0.9696788111217641,0.4663677130044843,0.9327354260089686,0.6218236173393124,0.9841906301715698,0.7033151225186427,0.5049019607843137,0.9237668161434978,0.652931854199683,0.6523297491039427,0.8161434977578476,0.7250996015936255
2021.0,9296,235,0.9724612736660929,0.47751605995717344,0.948936170212766,0.6353276353276354,0.9849683117029495,0.669525584589915,0.5165094339622641,0.9319148936170213,0.6646433990895296,0.6342281879194631,0.8042553191489362,0.7091932457786116
2022.0,9996,313,0.963985594237695,0.46333853354134164,0.9488817891373802,0.6226415094339622,0.9846415723482311,0.6880320301689942,0.49322033898305084,0.9297124600638977,0.6445182724252492,0.6181384248210023,0.8274760383386581,0.7076502732240437
2023.0,9436,293,0.9646036456125477,0.46471600688468157,0.9215017064846417,0.6178489702517163,0.9838189121725006,0.7288946399385386,0.5104761904761905,0.9146757679180887,0.6552567237163814,0.6171428571428571,0.7372013651877133,0.671850699844479
1996.0,280,6,0.9678571428571429,0.4,1.0,0.5714285714285714,0.9969586374695864,0.8555555555555556,0.42857142857142855,1.0,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666
2002.0,10682,322,0.9667665231230107,0.47425897035881437,0.9440993788819876,0.6313603322949117,0.9840851998848893,0.6929754010582299,0.505922165820643,0.9285714285714286,0.6549835706462213,0.6113989637305699,0.7329192546583851,0.6666666666666666
2019.0,882,22,0.9614512471655329,0.3888888888888889,0.9545454545454546,0.5526315789473685,0.9914904862579281,0.677771770545423,0.42857142857142855,0.9545454545454546,0.5915492957746479,0.5454545454545454,0.8181818181818182,0.6545454545454545
2020.0,980,19,0.9704081632653061,0.3958333333333333,1.0,0.5671641791044776,0.9935922011063038,0.6849458738633267,0.4634146341463415,1.0,0.6333333333333333,0.5161290322580645,0.8421052631578947,0.64
2007.0,742,19,0.9609164420485176,0.391304347826087,0.9473684210526315,0.5538461538461539,0.9922836135983112,0.7372136672167307,0.43902439024390244,0.9473684210526315,0.6,0.5357142857142857,0.7894736842105263,0.6382978723404256
2011.0,490,13,0.9551020408163265,0.37142857142857144,1.0,0.5416666666666666,0.989517819706499,0.6228354780093289,0.3939393939393939,1.0,0.5652173913043478,0.5,0.8461538461538461,0.6285714285714286
2004.0,336,5,0.9851190476190477,0.5,1.0,0.6666666666666666,0.9945619335347432,0.6783333333333333,0.5555555555555556,1.0,0.7142857142857143,0.6,0.6,0.6
2003.0,448,10,0.9598214285714286,0.34615384615384615,0.9,0.5,0.9910958904109588,0.7790438727938728,0.375,0.9,0.5294117647058824,0.4666666666666667,0.7,0.56
2005.0,420,8,0.9714285714285714,0.4,1.0,0.5714285714285714,0.9908980582524272,0.5444104506604507,0.5,1.0,0.6666666666666666,0.5,0.625,0.5555555555555556
2009.0,476,9,0.957983193277311,0.3103448275862069,1.0,0.47368421052631576,0.9945277182964549,0.7926166426166428,0.36,1.0,0.5294117647058824,0.5,0.5555555555555556,0.5263157894736842
2006.0,322,2,0.9596273291925466,0.13333333333333333,1.0,0.23529411764705882,0.9968750000000001,0.75,0.16666666666666666,1.0,0.2857142857142857,0.25,0.5,0.3333333333333333
