accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,outlet,n_pairs,n_pos_entail
0.9629629629629629,1.0,0.6875,0.8148148148148148,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.8971193415637859,0.7950197388399636,0.11851851851851852,0.9821428571428572,0.9483599290780143,Bild,135,16
0.9841269841269841,0.9523809523809523,0.9090909090909091,0.9302325581395349,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.9606386671294689,0.9212827988338192,0.1164021164021164,0.9983669025585193,0.9884283832109917,FAZ,189,22
0.9386973180076629,0.84375,0.7105263157894737,0.7714285714285715,0.9386973180076629,0.9386973180076629,0.9386973180076629,0.8680151706700379,0.7363303447404976,0.14559386973180077,0.9630634883172056,0.8189956406263548,Figaro,261,38
0.9382716049382716,0.875,0.6363636363636364,0.7368421052631579,0.9382716049382716,0.9382716049382716,0.9382716049382716,0.8509385351490615,0.7028613352898019,0.13580246913580246,0.9194805194805195,0.8049254136916475,Liberation,81,11
0.9722222222222222,0.9285714285714286,0.8666666666666667,0.896551724137931,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9402544716946339,0.8805309734513275,0.1388888888888889,0.9870967741935484,0.9320122470122469,Mediapart,108,15
0.9618055555555556,0.9615384615384616,0.7142857142857143,0.819672131147541,0.9618055555555556,0.9618055555555556,0.9618055555555556,0.899156453923285,0.7988315976631953,0.12152777777777778,0.9679277244494636,0.9202778095746194,Monde,288,35
0.9583333333333334,0.7777777777777778,0.875,0.8235294117647058,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8999536822603057,0.8,0.1111111111111111,0.986328125,0.9416666666666667,MondeDiplo,72,8
0.9513888888888888,0.8461538461538461,0.6875,0.7586206896551724,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.8657968313140727,0.7319148936170212,0.1111111111111111,0.98876953125,0.9046552272855022,Parisien,144,16
0.9572649572649573,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9572649572649573,0.9572649572649573,0.9572649572649573,0.895330112721417,0.7906976744186047,0.11965811965811966,0.992371705963939,0.9530345471521939,SZ,117,14
0.935672514619883,0.9230769230769231,0.5454545454545454,0.6857142857142857,0.935672514619883,0.935672514619883,0.935672514619883,0.8249418334108888,0.6525032329576944,0.1286549707602339,0.9719341061622941,0.8105355493706786,Spiegel,171,22
0.9547325102880658,0.7878787878787878,0.8666666666666667,0.8253968253968254,0.9547325102880658,0.9547325102880658,0.9547325102880658,0.8996960486322187,0.799459824442944,0.12345679012345678,0.9812206572769953,0.9116026229211766,Welt,243,30
0.9555555555555556,0.8421052631578947,0.7619047619047619,0.8,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.8875,0.7750702905342081,0.11666666666666667,0.9679544773884396,0.8909924915809193,Zeit,180,21
