accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,outlet,n_pairs,n_pos_entail
0.9722222222222222,1.0,0.9166666666666666,0.9565217391304348,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9680567879325643,0.9361702127659575,0.3333333333333333,1.0,1.0,Bild,36,12
0.9710144927536232,1.0,0.9130434782608695,0.9545454545454546,0.9710144927536232,0.9710144927536232,0.9710144927536232,0.9666344294003868,0.9333333333333333,0.3333333333333333,1.0,0.9999999999999999,FAZ,69,23
0.875,1.0,0.625,0.7692307692307693,0.875,0.875,0.875,0.8417582417582418,0.6896551724137931,0.3333333333333333,1.0,1.0,Figaro,24,8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,Mediapart,3,1
0.8333333333333334,1.0,0.5,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7777777777777777,0.5714285714285714,0.3333333333333333,0.90625,0.8928571428571428,Monde,12,4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,MondeDiplo,12,4
0.9666666666666667,1.0,0.9,0.9473684210526315,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9614890885750962,0.9230769230769231,0.3333333333333333,1.0,0.9999999999999999,Parisien,30,10
0.9,1.0,0.7,0.8235294117647058,0.9,0.9,0.9,0.8768809849521204,0.7567567567567568,0.3333333333333333,0.97,0.9566666666666667,SZ,30,10
0.9444444444444444,1.0,0.8333333333333334,0.9090909090909091,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9345454545454546,0.8695652173913043,0.3333333333333333,0.9583333333333334,0.9444444444444443,Spiegel,18,6
0.8518518518518519,1.0,0.5555555555555556,0.7142857142857143,0.8518518518518519,0.8518518518518519,0.8518518518518519,0.8071428571428572,0.625,0.3333333333333333,0.9567901234567902,0.9253086419753087,Welt,27,9
0.7777777777777778,1.0,0.3333333333333333,0.5,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6785714285714286,0.3999999999999999,0.3333333333333333,1.0,1.0,Zeit,9,3
