country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
Germany,22494,183,0.9738596959189117,0.22448979591836735,0.9016393442622951,0.35947712418300654,0.9641981105157029,0.2917420180763363,0.2975778546712803,0.46994535519125685,0.3644067796610169,0.3358395989974937,0.73224043715847,0.46048109965635736
France,20910,156,0.9697752271640363,0.18601583113456466,0.9038461538461539,0.3085339168490153,0.9443735591285461,0.3186688198898831,0.3,0.4807692307692308,0.3694581280788177,0.301994301994302,0.6794871794871795,0.4181459566074951
