year,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2000.0,5496,20,0.9785298398835517,0.1111111111111111,0.7,0.1917808219178082,0.86659057706355,0.20855357515972575,0.2413793103448276,0.35,0.2857142857142857,0.22727272727272727,0.5,0.3125
2011.0,210,2,0.9333333333333333,0.125,1.0,0.2222222222222222,0.985576923076923,0.625,0.25,0.5,0.3333333333333333,0.2,0.5,0.2857142857142857
1999.0,510,4,0.9568627450980393,0.125,0.75,0.21428571428571427,0.9155138339920948,0.3642504930966469,0.0,0.0,0.0,0.3333333333333333,0.25,0.2857142857142857
2013.0,186,1,0.956989247311828,0.1111111111111111,1.0,0.2,0.9891891891891892,0.3333333333333333,0.2,1.0,0.3333333333333333,0.16666666666666666,1.0,0.2857142857142857
2010.0,240,3,0.9375,0.125,0.6666666666666666,0.21052631578947367,0.7946554149085794,0.38513071895424833,0.25,0.3333333333333333,0.2857142857142857,0.2,0.3333333333333333,0.25
2022.0,4284,16,0.9820261437908496,0.14942528735632185,0.8125,0.2524271844660194,0.9903643392689784,0.21383068468699576,0.125,0.25,0.16666666666666666,0.15384615384615385,0.375,0.21818181818181817
2009.0,204,3,0.9215686274509803,0.15789473684210525,1.0,0.2727272727272727,0.9601990049751243,0.19120879120879122,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.2
2015.0,1224,4,0.9722222222222222,0.08333333333333333,0.75,0.15,0.9362704918032787,0.3391744933267425,0.125,0.5,0.2,0.10526315789473684,0.5,0.17391304347826086
2019.0,378,5,0.955026455026455,0.22727272727272727,1.0,0.37037037037037035,0.981769436997319,0.34263305322128856,0.2,0.2,0.2,0.1111111111111111,0.2,0.14285714285714285
1997.0,108,1,0.9814814814814815,0.3333333333333333,1.0,0.5,0.9906542056074766,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,180,0,0.95,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,12,0,0.8333333333333334,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
