decade,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
1990.0,8610,73,0.9713124274099884,0.22115384615384615,0.9452054794520548,0.35844155844155845,0.9650674501485074,0.3138518135578075,0.29508196721311475,0.4931506849315068,0.36923076923076925,0.35443037974683544,0.7671232876712328,0.48484848484848486
2000.0,15378,116,0.9738587592664846,0.20934959349593496,0.8879310344827587,0.33881578947368424,0.9454956868309391,0.3595462632757947,0.3684210526315789,0.4827586206896552,0.417910447761194,0.35964912280701755,0.7068965517241379,0.47674418604651164
2010.0,6672,60,0.9691247002398081,0.21484375,0.9166666666666666,0.34810126582278483,0.954464105666465,0.33631360477592803,0.28888888888888886,0.43333333333333335,0.3466666666666667,0.3178294573643411,0.6833333333333333,0.43386243386243384
2020.0,12732,90,0.9714891611687088,0.18329466357308585,0.8777777777777778,0.30326295585412666,0.9602155073915872,0.24808402919901484,0.24855491329479767,0.4777777777777778,0.3269961977186312,0.26180257510729615,0.6777777777777778,0.37770897832817335
,12,0,0.8333333333333334,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
