accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,roc_auc,pr_auc,country,n_pairs,n_pos_entail
0.9354838709677419,1.0,0.625,0.7692307692307693,0.9354838709677419,0.9354838709677419,0.9354838709677419,0.8658653846153846,0.7340324118207817,0.9308035714285714,0.8912909657460711,France,186,32
0.9362745098039216,0.92,0.6764705882352942,0.7796610169491526,0.9362745098039216,0.9362745098039216,0.9362745098039216,0.8712058666407654,0.743421052631579,0.9669550173010381,0.8993888923860618,Germany,204,34
