year,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2019.0,441,3,0.9773242630385488,0.23076923076923078,1.0,0.375,0.9969558599695587,0.7,0.25,1.0,0.4,0.5,1.0,0.6666666666666666
2009.0,238,3,0.9747899159663865,0.3333333333333333,1.0,0.5,0.9957446808510638,0.8333333333333333,0.375,1.0,0.5454545454545454,0.5,1.0,0.6666666666666666
2013.0,217,3,0.9815668202764977,0.42857142857142855,1.0,0.6,0.9968847352024922,0.8055555555555556,0.42857142857142855,1.0,0.6,0.5,1.0,0.6666666666666666
2023.0,4718,79,0.9788045782111064,0.4378698224852071,0.9367088607594937,0.5967741935483871,0.9827385321476421,0.5980215877858899,0.4645161290322581,0.9113924050632911,0.6153846153846154,0.5535714285714286,0.7848101265822784,0.6492146596858639
1998.0,665,12,0.9774436090225563,0.4444444444444444,1.0,0.6153846153846154,0.9910668708524758,0.4958788896288896,0.4444444444444444,1.0,0.6153846153846154,0.5625,0.75,0.6428571428571429
2018.0,1239,17,0.9749798224374495,0.34782608695652173,0.9411764705882353,0.5079365079365079,0.9828150572831424,0.5325827822077501,0.38095238095238093,0.9411764705882353,0.5423728813559322,0.48484848484848486,0.9411764705882353,0.64
1995.0,8519,105,0.9827444535743632,0.4139344262295082,0.9619047619047619,0.5787965616045845,0.9794243154832648,0.6505269676639222,0.47619047619047616,0.9523809523809523,0.6349206349206349,0.5283018867924528,0.8,0.6363636363636364
2016.0,2170,49,0.9746543778801844,0.47,0.9591836734693877,0.6308724832214765,0.9908591442234602,0.6294683785824302,0.4946236559139785,0.9387755102040817,0.647887323943662,0.5352112676056338,0.7755102040816326,0.6333333333333333
2021.0,4648,31,0.9875215146299484,0.3448275862068966,0.967741935483871,0.5084745762711864,0.9951476660588149,0.4252480113328542,0.3670886075949367,0.9354838709677419,0.5272727272727272,0.41935483870967744,0.8387096774193549,0.5591397849462365
1997.0,126,1,0.9841269841269841,0.3333333333333333,1.0,0.5,0.984,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5
1996.0,140,2,0.9714285714285714,0.3333333333333333,1.0,0.5,0.9891304347826088,0.5,0.4,1.0,0.5714285714285714,0.3333333333333333,0.5,0.4
2003.0,224,6,0.9553571428571429,0.375,1.0,0.5454545454545454,0.9755351681957187,0.48333333333333334,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.3333333333333333,0.5,0.4
2014.0,315,3,0.9809523809523809,0.3333333333333333,1.0,0.5,0.9882478632478633,0.33730158730158727,0.3333333333333333,1.0,0.5,0.2857142857142857,0.6666666666666666,0.4
2010.0,280,1,0.9821428571428571,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.16666666666666666,1.0,0.2857142857142857,0.2,1.0,0.3333333333333333
2005.0,210,3,0.9476190476190476,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.9549114331723028,0.1703703703703704,0.16666666666666666,0.6666666666666666,0.26666666666666666,0.2,0.6666666666666666,0.3076923076923077
,14,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
