country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
France,24395,524,0.9775363804058209,0.48841698841698844,0.9656488549618321,0.6487179487179487,0.9869375821247859,0.6816657825932341,0.5235109717868338,0.9561068702290076,0.6765698852126941,0.6079545454545454,0.816793893129771,0.6970684039087948
Germany,26243,442,0.9811378272301186,0.4707182320441989,0.9638009049773756,0.6325167037861915,0.9877461868344575,0.6455633550074975,0.5128205128205128,0.9502262443438914,0.6661379857256146,0.5859872611464968,0.832579185520362,0.6878504672897197
