decade,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2000.0,17941,496,0.975530906861379,0.5314222712238148,0.9717741935483871,0.6870990734141126,0.9879658072837211,0.7200823184651663,0.5741857659831122,0.9596774193548387,0.7184905660377359,0.6639477977161501,0.8205645161290323,0.7339945897204689
2020.0,14854,203,0.9838427359633769,0.4562647754137116,0.9507389162561576,0.6166134185303515,0.9856589422265767,0.6253152989613061,0.48223350253807107,0.9359605911330049,0.6365159128978225,0.5566666666666666,0.8226600985221675,0.6640159045725647
2010.0,7784,132,0.9773895169578622,0.4261744966442953,0.9621212121212122,0.5906976744186047,0.9909218623770375,0.5982185373614621,0.45652173913043476,0.9545454545454546,0.6176470588235294,0.5327102803738317,0.8636363636363636,0.6589595375722543
1990.0,10045,135,0.9812842210054754,0.41533546325878595,0.9629629629629629,0.5803571428571429,0.9823022012931196,0.6212673874983481,0.4657039711191336,0.9555555555555556,0.6262135922330098,0.526829268292683,0.8,0.6352941176470588
,14,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
