country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
France,31365,660,0.9688825123545353,0.39766839378238344,0.9303030303030303,0.5571687840290381,0.9766884280025463,0.5494877717240478,0.44586466165413535,0.8984848484848484,0.5959798994974874,0.46609360076408785,0.7393939393939394,0.5717633274751025
Germany,33741,757,0.9693547909072049,0.4179016004742146,0.9313077939233818,0.5769230769230769,0.9803286794349833,0.6016611551359564,0.47701949860724235,0.904887714663144,0.6247150022799818,0.4728070175438597,0.7120211360634082,0.5682656826568265
