epoch,training_loss,validation_loss,fold
0.015365703749231715,0.1914064598083496,,1
0.03073140749846343,0.07021569728851318,,1
0.046097111247695145,0.10760839462280274,,1
0.06146281499692686,0.0958762264251709,,1
0.07682851874615858,0.09224608421325683,,1
0.09219422249539029,0.07588903427124023,,1
0.107559926244622,0.10794380187988281,,1
0.12292562999385372,0.09201892852783203,,1
0.13829133374308544,0.09284786224365234,,1
0.15365703749231716,0.0881192684173584,,1
0.16902274124154887,0.07650803089141846,,1
0.18438844499078058,0.10960757255554199,,1
0.1997541487400123,0.11339142799377441,,1
0.215119852489244,0.0913651466369629,,1
0.23048555623847572,0.08948989868164063,,1
0.24585125998770743,0.11831517219543457,,1
0.26121696373693915,0.05618993282318115,,1
0.2765826674861709,0.08449038505554199,,1
0.29194837123540257,0.12513689041137696,,1
0.3073140749846343,0.11012404441833495,,1
0.322679778733866,0.08886639595031738,,1
0.33804548248309774,0.06909258365631103,,1
0.3534111862323294,0.06590856552124023,,1
0.36877688998156116,0.10098159790039063,,1
0.38414259373079285,0.09701607704162597,,1
0.3995082974800246,0.0956320571899414,,1
0.4148740012292563,0.10809542655944825,,1
0.430239704978488,0.09040313720703125,,1
0.44560540872771975,0.06350749015808105,,1
0.46097111247695144,0.0939992618560791,,1
0.4763368162261832,0.07961030006408691,,1
0.49170251997541486,0.07669558525085449,,1
0.5070682237246465,0.06124626159667969,,1
0.5224339274738783,0.07088515758514405,,1
0.53779963122311,0.04877118587493896,,1
0.5531653349723418,0.08827547073364257,,1
0.5685310387215734,0.05452634811401367,,1
0.5838967424708051,0.051417183876037595,,1
0.5992624462200369,0.07858525276184082,,1
0.6146281499692686,0.06349119663238526,,1
0.6299938537185003,0.07256637096405029,,1
0.645359557467732,0.06743101119995117,,1
0.6607252612169637,0.08318901062011719,,1
0.6760909649661955,0.06643064498901367,,1
0.6914566687154272,0.01602718114852905,,1
0.7068223724646588,0.08591947555541993,,1
0.7221880762138906,0.05750365734100342,,1
0.7375537799631223,0.05353583812713623,,1
0.7529194837123541,0.09474112510681153,,1
0.7682851874615857,0.05371795177459717,,1
0.7836508912108174,0.06655059814453125,,1
0.7990165949600492,0.06209486961364746,,1
0.8143822987092809,0.10765947341918945,,1
0.8297480024585125,0.03886152744293213,,1
0.8451137062077443,0.03834111213684082,,1
0.860479409956976,0.07425990104675292,,1
0.8758451137062078,0.04322890758514404,,1
0.8912108174554395,0.0654754877090454,,1
0.9065765212046711,0.07379661560058594,,1
0.9219422249539029,0.05303280353546143,,1
0.9373079287031346,0.048452410697937015,,1
0.9526736324523664,0.0517666482925415,,1
0.968039336201598,0.0636947774887085,,1
0.9834050399508297,0.0714778709411621,,1
0.9987707437000615,0.0639816427230835,,1
