accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
0.9714285714285714,0.43157894736842106,0.82,0.5655172413793104,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.7753729231515544,0.5522121041179789,0.022675736961451247,0.9510069605568446,0.5634386212413083,1995.0,2205,50
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044444444444444446,1.0,1.0,1996.0,45,2
0.9444444444444444,0.5,1.0,0.6666666666666666,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8181818181818181,0.64,0.05555555555555555,1.0,1.0,1997.0,36,2
0.9703703703703703,0.6,1.0,0.75,0.9703703703703703,0.9703703703703703,0.9703703703703703,0.8671259842519685,0.7352941176470589,0.044444444444444446,0.9883720930232558,0.7958333333333333,1998.0,135,6
0.9494949494949495,0.2857142857142857,1.0,0.4444444444444444,0.9494949494949495,0.9494949494949495,0.9494949494949495,0.708994708994709,0.42641946697566635,0.020202020202020204,0.9690721649484535,0.28525641025641024,1999.0,198,4
0.9808612440191388,0.3469387755102041,0.8095238095238095,0.4857142857142857,0.9808612440191388,0.9808612440191388,0.9808612440191388,0.7379817365732859,0.477548375150449,0.011164274322169059,0.9850486431131592,0.5290102832373822,2000.0,1881,21
0.9869281045751634,0.6,1.0,0.75,0.9869281045751634,0.9869281045751634,0.9869281045751634,0.8716442953020134,0.7437185929648241,0.0196078431372549,0.9955555555555555,0.8055555555555556,2001.0,153,3
0.9809523809523809,0.5333333333333333,0.8888888888888888,0.6666666666666666,0.9809523809523809,0.9809523809523809,0.9809523809523809,0.8284313725490196,0.6574923547400611,0.02142857142857143,0.9620317803610585,0.5313868122297987,2002.0,1260,27
0.9841269841269841,0.0,0.0,0.0,0.9841269841269841,0.9841269841269841,0.9841269841269841,0.496,0.0,0.0,,0.0,2003.0,63,0
0.9166666666666666,0.25,1.0,0.4,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6776119402985075,0.37209302325581395,0.027777777777777776,1.0,1.0,2004.0,36,1
0.9365079365079365,0.2,1.0,0.3333333333333333,0.9365079365079365,0.9365079365079365,0.9365079365079365,0.65,0.3152173913043479,0.015873015873015872,0.967741935483871,0.3333333333333333,2005.0,63,1
0.9682539682539683,0.0,0.0,0.0,0.9682539682539683,0.9682539682539683,0.9682539682539683,0.49193548387096775,0.0,0.0,,0.0,2006.0,63,0
0.9487179487179487,0.16666666666666666,0.5,0.25,0.9487179487179487,0.9487179487179487,0.9487179487179487,0.6117256637168141,0.23026315789473695,0.017094017094017096,0.8739130434782609,0.2011494252873563,2007.0,117,2
0.9672619047619048,0.4909090909090909,0.84375,0.6206896551724138,0.9672619047619048,0.9672619047619048,0.9672619047619048,0.8017911728428165,0.6048279794715834,0.031746031746031744,0.9858478483606558,0.705897620789776,2008.0,1008,32
0.9629629629629629,0.42857142857142855,1.0,0.6,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.7902912621359224,0.5838150289017341,0.027777777777777776,0.9873015873015872,0.7,2009.0,108,3
0.9814814814814815,0.0,0.0,0.0,0.9814814814814815,0.9814814814814815,0.9814814814814815,0.4953271028037383,0.0,0.0,,0.0,2010.0,54,0
0.9666666666666667,0.5,1.0,0.6666666666666666,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.8245614035087718,0.6511627906976745,0.03333333333333333,0.9923371647509579,0.8055555555555556,2011.0,90,3
0.9629629629629629,1.0,0.3333333333333333,0.5,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.7403846153846154,0.48571428571428577,0.05555555555555555,0.9738562091503269,0.8095238095238095,2012.0,54,3
0.9722222222222222,0.5,1.0,0.6666666666666666,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.8260869565217391,0.6538461538461539,0.027777777777777776,0.9714285714285714,0.5,2013.0,36,1
0.9753086419753086,0.3333333333333333,1.0,0.5,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.7436708860759493,0.49056603773584906,0.012345679012345678,1.0,1.0,2014.0,81,1
0.98005698005698,0.6923076923076923,0.75,0.72,0.98005698005698,0.98005698005698,0.98005698005698,0.8548301329394388,0.7096774193548387,0.03418803418803419,0.9380530973451326,0.5946028332427234,2015.0,351,12
0.9824561403508771,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.840314045585031,0.6809040016587187,0.023391812865497075,0.9771290751829674,0.6764302451802452,2016.0,513,12
0.9934640522875817,0.6666666666666666,1.0,0.8,0.9934640522875817,0.9934640522875817,0.9934640522875817,0.8983388704318938,0.796812749003984,0.013071895424836602,0.9975165562913907,0.8041666666666667,2017.0,306,4
0.9819819819819819,0.4,1.0,0.5714285714285714,0.9819819819819819,0.9819819819819819,0.9819819819819819,0.7811130587204207,0.563945875163684,0.012012012012012012,0.9984802431610943,0.9166666666666666,2018.0,333,4
