year,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2004.0,216,5,0.9583333333333334,0.35714285714285715,1.0,0.5263157894736842,0.9981042654028436,0.9428571428571428,0.5,1.0,0.6666666666666666,0.8,0.8,0.8
2011.0,315,11,0.9777777777777777,0.6111111111111112,1.0,0.7586206896551724,0.9940191387559809,0.7857798766889675,0.6875,1.0,0.8148148148148148,0.8,0.7272727272727273,0.7619047619047619
2014.0,405,7,0.9777777777777777,0.4375,1.0,0.6086956521739131,0.9985642498205313,0.9367346938775509,0.5,1.0,0.6666666666666666,0.6,0.8571428571428571,0.7058823529411765
2019.0,567,11,0.9576719576719577,0.3142857142857143,1.0,0.4782608695652174,0.9949313276651406,0.7385885512679772,0.39285714285714285,1.0,0.5641025641025641,0.4782608695652174,1.0,0.6470588235294118
1995.0,10953,310,0.9668583949602848,0.4578696343402226,0.9290322580645162,0.6134185303514377,0.9780803981414408,0.6585413983829387,0.5136612021857924,0.9096774193548387,0.6565774155995343,0.5381165919282511,0.7741935483870968,0.6349206349206349
2001.0,828,16,0.9710144927536232,0.39473684210526316,0.9375,0.5555555555555556,0.979371921182266,0.5349672371570683,0.46875,0.9375,0.625,0.5,0.75,0.6
2003.0,288,3,0.9722222222222222,0.2727272727272727,1.0,0.42857142857142855,0.9953216374269006,0.7,0.3333333333333333,1.0,0.5,0.42857142857142855,1.0,0.6
2016.0,2790,57,0.9738351254480286,0.43548387096774194,0.9473684210526315,0.5966850828729282,0.9906503360486837,0.6182801124274653,0.5094339622641509,0.9473684210526315,0.6625766871165644,0.4942528735632184,0.7543859649122807,0.5972222222222222
2008.0,5364,145,0.9670022371364653,0.44666666666666666,0.9241379310344827,0.6022471910112359,0.9786767183566677,0.6029399112293427,0.5095057034220533,0.9241379310344827,0.6568627450980392,0.5024154589371981,0.7172413793103448,0.5909090909090909
2007.0,477,11,0.949685534591195,0.30303030303030304,0.9090909090909091,0.45454545454545453,0.980881779165041,0.48445046436186645,0.37037037037037035,0.9090909090909091,0.5263157894736842,0.45,0.8181818181818182,0.5806451612903226
1996.0,180,9,0.9388888888888889,0.4444444444444444,0.8888888888888888,0.5925925925925926,0.940220922677063,0.4839913173246507,0.5,0.7777777777777778,0.6086956521739131,0.5,0.6666666666666666,0.5714285714285714
2002.0,6867,139,0.9711664482306684,0.40634920634920635,0.920863309352518,0.5638766519823789,0.9694282029786395,0.5175044133816041,0.45588235294117646,0.8920863309352518,0.6034063260340633,0.4594594594594595,0.7338129496402878,0.5650969529085873
1999.0,765,13,0.9738562091503268,0.3939393939393939,1.0,0.5652173913043478,0.9901800327332242,0.609329530038071,0.3870967741935484,0.9230769230769231,0.5454545454545454,0.47368421052631576,0.6923076923076923,0.5625
2000.0,8244,123,0.9762251334303736,0.37542662116040953,0.8943089430894309,0.5288461538461539,0.9649538534543085,0.5319894017908242,0.42738589211618255,0.8373983739837398,0.5659340659340659,0.45595854922279794,0.7154471544715447,0.5569620253164557
2021.0,5976,154,0.9687081659973227,0.44954128440366975,0.9545454545454546,0.6112266112266113,0.984334499234877,0.6170982834097614,0.4982456140350877,0.922077922077922,0.6469248291571754,0.47685185185185186,0.6688311688311688,0.5567567567567567
2015.0,1836,45,0.9651416122004357,0.40404040404040403,0.8888888888888888,0.5555555555555556,0.9621936844717415,0.527706736626743,0.49382716049382713,0.8888888888888888,0.6349206349206349,0.47619047619047616,0.6666666666666666,0.5555555555555556
2023.0,6066,137,0.9690075832509067,0.4185303514376997,0.9562043795620438,0.5822222222222222,0.9862250745746813,0.6076200055508072,0.4666666666666667,0.9197080291970803,0.6191646191646192,0.4507042253521127,0.7007299270072993,0.5485714285714286
2013.0,279,8,0.9498207885304659,0.35,0.875,0.5,0.9571033210332104,0.5432108576755297,0.4,0.75,0.5217391304347826,0.42857142857142855,0.75,0.5454545454545454
2006.0,207,5,0.9323671497584541,0.2631578947368421,1.0,0.4166666666666667,0.9881188118811881,0.6442424242424243,0.3125,1.0,0.47619047619047616,0.35714285714285715,1.0,0.5263157894736842
2022.0,6426,90,0.9735449735449735,0.3360655737704918,0.9111111111111111,0.49101796407185627,0.9797707982603816,0.5091593347007632,0.38578680203045684,0.8444444444444444,0.5296167247386759,0.4,0.7111111111111111,0.512
1997.0,162,6,0.9629629629629629,0.5,1.0,0.6666666666666666,0.9882478632478632,0.7438492063492063,0.6,1.0,0.75,0.5,0.5,0.5
2020.0,630,15,0.953968253968254,0.3157894736842105,0.8,0.4528301886792453,0.9846070460704607,0.6330546692156599,0.3333333333333333,0.8,0.47058823529411764,0.4,0.6666666666666666,0.5
2017.0,1557,28,0.9595375722543352,0.30337078651685395,0.9642857142857143,0.46153846153846156,0.986779407642717,0.48924549419018865,0.33783783783783783,0.8928571428571429,0.49019607843137253,0.35384615384615387,0.8214285714285714,0.4946236559139785
