hypothesis_label,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned,avg_threshold,best_method,precision_best,recall_best,f1_best
housewives and househusbands,7234,21,0.9975117500691181,0.5405405405405406,0.9523809523809523,0.6896551724137931,0.9989602107306252,0.7943353417724692,0.6785714285714286,0.9047619047619048,0.7755102040816326,0.68,0.8095238095238095,0.7391304347826086,0.9587763841443184,recalibrated,0.6785714285714286,0.9047619047619048,0.7755102040816326
wage and salary earners,7234,437,0.9290848769698645,0.4581497797356828,0.9519450800915332,0.6185873605947956,0.9644909973406628,0.6115736131710704,0.5081761006289308,0.9244851258581236,0.6558441558441559,0.5093167701863354,0.7505720823798627,0.606845513413506,0.9779457144318496,recalibrated,0.5081761006289308,0.9244851258581236,0.6558441558441559
employers,7234,68,0.9857616809510644,0.3885350318471338,0.8970588235294118,0.5422222222222223,0.9806007946019603,0.5040449386535996,0.48,0.8823529411764706,0.6217616580310881,0.47,0.6911764705882353,0.5595238095238095,0.9816256024744262,recalibrated,0.48,0.8823529411764706,0.6217616580310881
entrepreneurs,7234,680,0.8724080729886646,0.42001316655694537,0.9382352941176471,0.5802637562528422,0.9475030964476117,0.6494354939117866,0.47014361300075586,0.9147058823529411,0.6210683974038942,0.4815165876777251,0.7470588235294118,0.5855907780979827,0.9829028304174732,recalibrated,0.47014361300075586,0.9147058823529411,0.6210683974038942
self-employed and freelancers,7234,19,0.9969588056400331,0.4482758620689655,0.6842105263157895,0.5416666666666666,0.9981325455009666,0.4801433314195605,0.6,0.631578947368421,0.6153846153846154,0.44,0.5789473684210527,0.5,0.8185171794138789,recalibrated,0.6,0.631578947368421,0.6153846153846154
civil servants,7234,47,0.9875587503455903,0.3333333333333333,0.9148936170212766,0.48863636363636365,0.9892299630834632,0.477351391064954,0.37735849056603776,0.851063829787234,0.5228758169934641,0.4307692307692308,0.5957446808510638,0.5,0.994235994747028,recalibrated,0.37735849056603776,0.851063829787234,0.5228758169934641
CEOs and corporate leaders,7234,72,0.979817528338402,0.32038834951456313,0.9166666666666666,0.4748201438848921,0.9764982624344535,0.37328959643519444,0.36046511627906974,0.8611111111111112,0.5081967213114754,0.3401360544217687,0.6944444444444444,0.45662100456621,0.9776457592756428,recalibrated,0.36046511627906974,0.8611111111111112,0.5081967213114754
unemployed,7234,52,0.9825822504838264,0.26875,0.8269230769230769,0.4056603773584906,0.9486269091532249,0.3917155990992288,0.336,0.8076923076923077,0.4745762711864407,0.34177215189873417,0.5192307692307693,0.4122137404580153,0.9836649476638097,recalibrated,0.336,0.8076923076923077,0.4745762711864407
retirees,7234,21,0.9904617085982859,0.22093023255813954,0.9047619047619048,0.35514018691588783,0.9857862457335631,0.31023220690265413,0.2361111111111111,0.8095238095238095,0.3655913978494624,0.23404255319148937,0.5238095238095238,0.3235294117647059,0.9728235065385679,recalibrated,0.2361111111111111,0.8095238095238095,0.3655913978494624
