accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,country,n_pairs,n_pos_entail
0.6111111111111112,1.0,0.045454545454545456,0.08695652173913043,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.4199488491048593,0.05342237061769606,0.4074074074074074,0.6036931818181819,0.604157353666255,France,54,22
0.625,0.0,0.0,0.0,0.625,0.625,0.625,0.38461538461538464,0.0,0.375,0.7851851851851852,0.6534391534391534,Germany,24,9
