accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.9986159169550173,1.0,0.7142857142857143,0.8333333333333334,0.9986159169550173,0.9986159169550173,0.9986159169550173,0.9163192031503359,0.8326577880718008,0.004844290657439446,0.996920325849394,0.863761720904578,Christians,1445,7
0.9979238754325259,0.5,0.3333333333333333,0.4,0.9979238754325259,0.9979238754325259,0.9979238754325259,0.6994800693240901,0.39900180230140025,0.0020761245674740486,0.9967637540453074,0.5666666666666667,Ethnic and racial minorities,1445,3
0.9993079584775086,0.8571428571428571,1.0,0.9230769230769231,0.9993079584775086,0.9993079584775086,0.9993079584775086,0.9613646693938664,0.9227314047377145,0.004152249134948097,1.0,1.0,Jews,1445,6
0.995847750865052,0.7647058823529411,0.8666666666666667,0.8125,0.995847750865052,0.995847750865052,0.995847750865052,0.9052003149055283,0.8104089219330854,0.010380622837370242,0.9982284382284382,0.8961778452490526,LGBTQIA+,1445,15
0.9986159169550173,1.0,0.6666666666666666,0.8,0.9986159169550173,0.9986159169550173,0.9986159169550173,0.8996527777777779,0.7993334259130676,0.004152249134948097,0.9931665508454945,0.8211805555555556,Muslims,1445,6
0.9986159169550173,0.75,0.75,0.75,0.9986159169550173,0.9986159169550173,0.9986159169550173,0.8746530187369882,0.7493060374739764,0.002768166089965398,0.7617973629424011,0.7507262164124909,cisgender and heterosexuals,1445,4
0.9979238754325259,0.6666666666666666,1.0,0.8,0.9979238754325259,0.9979238754325259,0.9979238754325259,0.8994782608695653,0.7989984698845458,0.004152249134948097,0.9996525364836691,0.9150793650793649,disabled people,1445,6
0.9889273356401385,0.7894736842105263,0.5555555555555556,0.6521739130434783,0.9889273356401385,0.9889273356401385,0.9889273356401385,0.8232740169999389,0.6467208605830939,0.018685121107266434,0.9814292430653502,0.7845887004699224,men,1445,27
0.9986159169550173,0.0,0.0,0.0,0.9986159169550173,0.9986159169550173,0.9986159169550173,0.49965373961218834,0.0,0.001384083044982699,0.9854469854469855,0.08333333333333333,multiple (or other) religious or minority groups,1445,2
0.9937716262975779,0.9069767441860465,0.8863636363636364,0.896551724137931,0.9937716262975779,0.9937716262975779,0.9937716262975779,0.9466704393076384,0.8933413159901912,0.03044982698961938,0.9903153591590422,0.8749546443189667,"people with an immigration background, including immigrants",1445,44
0.9930795847750865,0.8985507246376812,0.9538461538461539,0.9253731343283582,0.9930795847750865,0.9930795847750865,0.9930795847750865,0.9608723436518424,0.9217480775479259,0.04498269896193772,0.9980490523968785,0.943236751914736,women,1445,65
