accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.9986187845303868,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9986187845303868,0.9986187845303868,0.9986187845303868,0.9282244473084167,0.8564488946168336,0.004834254143646409,0.999405174977694,0.9340659340659339,Christians,1448,7
0.9979281767955801,0.0,0.0,0.0,0.9979281767955801,0.9979281767955801,0.9979281767955801,0.4994815070860698,0.0,0.0020718232044198894,0.9970011534025376,0.30277777777777776,Ethnic and racial minorities,1448,3
0.9979281767955801,0.75,0.8571428571428571,0.8,0.9979281767955801,0.9979281767955801,0.9979281767955801,0.8994793474488025,0.7989633469085524,0.004834254143646409,0.9949439873103996,0.83078231292517,Jews,1448,7
0.9917127071823204,0.625,0.625,0.625,0.9917127071823204,0.9917127071823204,0.9917127071823204,0.8104050279329609,0.6208100558659218,0.011049723756906077,0.9961592178770949,0.7641762703660959,LGBTQIA+,1448,16
0.9986187845303868,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9986187845303868,0.9986187845303868,0.9986187845303868,0.9282244473084167,0.8564488946168336,0.004834254143646409,0.9996034499851294,0.9480519480519478,Muslims,1448,7
0.9993093922651933,1.0,0.75,0.8571428571428571,0.9993093922651933,0.9993093922651933,0.9993093922651933,0.9283983583049004,0.8568037974683544,0.0027624309392265192,0.9996537396121883,0.9166666666666666,cisgender and heterosexuals,1448,4
0.9986187845303868,1.0,0.6666666666666666,0.8,0.9986187845303868,0.9986187845303868,0.9986187845303868,0.8996534996534997,0.7993348115299335,0.004143646408839779,0.9737632917244567,0.6821646889608054,disabled people,1448,6
0.9924033149171271,0.8076923076923077,0.7777777777777778,0.7924528301886793,0.9924033149171271,0.9924033149171271,0.9924033149171271,0.8942918389423875,0.7885850809662862,0.018646408839779006,0.9809471681392863,0.7760434479667204,men,1448,27
0.9979281767955801,0.0,0.0,0.0,0.9979281767955801,0.9979281767955801,0.9979281767955801,0.4994815070860698,0.0,0.0020718232044198894,0.9903114186851211,0.5782828282828283,multiple (or other) religious or minority groups,1448,3
0.988950276243094,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.988950276243094,0.988950276243094,0.988950276243094,0.9062419062419063,0.8124838124838125,0.03038674033149171,0.9772403522403522,0.828751522542803,"people with an immigration background, including immigrants",1448,44
0.9848066298342542,0.864406779661017,0.7846153846153846,0.8225806451612904,0.9848066298342542,0.9848066298342542,0.9848066298342542,0.9073220686123913,0.8146635482482167,0.04488950276243094,0.9447800211357696,0.8699453118906514,women,1448,65
