accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,hypothesis_label,n_pairs,n_pos_entail
0.9972337482710927,0.0,0.0,0.0,0.9972337482710927,0.9972337482710927,0.9972337482710927,0.49930747922437674,0.0,0.0027662517289073307,0.9811026352288489,0.4841628959276018,car drivers,1446,4
0.9827109266943291,0.7837837837837838,0.8656716417910447,0.8226950354609929,0.9827109266943291,0.9827109266943291,0.9827109266943291,0.9068037154767705,0.8136309738619374,0.04633471645919779,0.9828125507343629,0.83852799644091,consumers and clients,1446,67
0.9965421853388658,1.0,0.7368421052631579,0.8484848484848485,0.9965421853388658,0.9965421853388658,0.9965421853388658,0.923367992622977,0.8467765862755903,0.01313969571230982,0.997270681960683,0.9257141385747267,patients,1446,19
