accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,fold,best_ckpt
0.9747126436781609,0.453551912568306,0.8924731182795699,0.6014492753623188,0.9747126436781609,0.9747126436781609,0.9747126436781609,0.7941956728188613,0.5898203438822798,0.021379310344827585,0.9747108494295291,0.6798398199636752,0,/content/drive/MyDrive/Media_Deservingness_Paper/cross_validation_v2/Social Roles and Behavior/cv_models/fold_0/checkpoint-68
0.9700322729368372,0.400990099009901,0.9,0.5547945205479452,0.9700322729368372,0.9700322729368372,0.9700322729368372,0.7696443976785527,0.5416374063670413,0.02074688796680498,0.9915254237288136,0.765968885731161,1,/content/drive/MyDrive/Media_Deservingness_Paper/cross_validation_v2/Social Roles and Behavior/cv_models/fold_1/checkpoint-207
0.9781005071461503,0.48484848484848486,0.8888888888888888,0.6274509803921569,0.9781005071461503,0.9781005071461503,0.9781005071461503,0.8080848299419519,0.6171724772176239,0.02074688796680498,0.9912677861477297,0.6043887879457265,2,/content/drive/MyDrive/Media_Deservingness_Paper/cross_validation_v2/Social Roles and Behavior/cv_models/fold_2/checkpoint-276
0.9799446749654218,0.5111111111111111,0.7666666666666667,0.6133333333333333,0.9799446749654218,0.9799446749654218,0.9799446749654218,0.8015193468228612,0.6034609929078014,0.02074688796680498,0.9366342331031596,0.5796882414007172,3,/content/drive/MyDrive/Media_Deservingness_Paper/cross_validation_v2/Social Roles and Behavior/cv_models/fold_3/checkpoint-69
0.9804057169202397,0.5170068027210885,0.8444444444444444,0.6413502109704642,0.9804057169202397,0.9804057169202397,0.9804057169202397,0.8156389637622792,0.6318759322155731,0.02074688796680498,0.9909682988072819,0.7239426701288654,4,/content/drive/MyDrive/Media_Deservingness_Paper/cross_validation_v2/Social Roles and Behavior/cv_models/fold_4/checkpoint-138
