year,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
2004.0,72,1,0.9861111111111112,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012.0,102,2,0.9803921568627451,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.8
2015.0,612,8,0.9869281045751634,0.5,0.875,0.6363636363636364,0.970612582781457,0.5139069264069264,0.6363636363636364,0.875,0.7368421052631579,0.6363636363636364,0.875,0.7368421052631579
2021.0,1992,75,0.9784136546184738,0.6454545454545455,0.9466666666666667,0.7675675675675676,0.9684437489132325,0.7865447598452191,0.7941176470588235,0.72,0.7552447552447552,0.7397260273972602,0.72,0.7297297297297297
2007.0,159,1,0.9811320754716981,0.25,1.0,0.4,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
1998.0,285,3,0.9894736842105263,0.5,1.0,0.6666666666666666,0.9976359338061466,0.8666666666666667,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666
2009.0,102,3,0.9803921568627451,0.6,1.0,0.75,0.9966329966329966,0.9166666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
2016.0,930,20,0.9763440860215054,0.47368421052631576,0.9,0.6206896551724138,0.9723076923076923,0.5910783559374739,0.5517241379310345,0.8,0.6530612244897959,0.5517241379310345,0.8,0.6530612244897959
2002.0,2289,31,0.9860200961118393,0.4909090909090909,0.8709677419354839,0.627906976744186,0.9612560358867397,0.5819789428935624,0.55,0.7096774193548387,0.6197183098591549,0.5476190476190477,0.7419354838709677,0.6301369863013698
2000.0,2748,78,0.9712518195050946,0.49624060150375937,0.8461538461538461,0.6255924170616114,0.9580524344569289,0.5520639368010191,0.5851063829787234,0.7051282051282052,0.6395348837209303,0.5670103092783505,0.7051282051282052,0.6285714285714286
2014.0,135,3,0.9629629629629629,0.375,1.0,0.5454545454545454,0.9949494949494949,0.8666666666666667,0.5,1.0,0.6666666666666666,0.42857142857142855,1.0,0.6
2022.0,2142,68,0.9621848739495799,0.45112781954887216,0.8823529411764706,0.5970149253731343,0.9625616881275172,0.49953885334703063,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.5,0.6617647058823529,0.569620253164557
2023.0,2022,29,0.9757665677546983,0.35714285714285715,0.8620689655172413,0.5050505050505051,0.9550841739190615,0.41976755302923296,0.43478260869565216,0.6896551724137931,0.5333333333333333,0.4166666666666667,0.6896551724137931,0.5194805194805194
2008.0,1788,48,0.9720357941834452,0.4868421052631579,0.7708333333333334,0.5967741935483871,0.9096982758620689,0.5407964237161904,0.5102040816326531,0.5208333333333334,0.5154639175257731,0.49019607843137253,0.5208333333333334,0.5050505050505051
2017.0,519,10,0.9710982658959537,0.3684210526315789,0.7,0.4827586206896552,0.9,0.5618747301646668,0.4166666666666667,0.5,0.45454545454545453,0.4166666666666667,0.5,0.45454545454545453
2018.0,531,14,0.9811676082862524,0.6111111111111112,0.7857142857142857,0.6875,0.9008013263332413,0.6191371310543391,0.5555555555555556,0.35714285714285715,0.43478260869565216,0.5555555555555556,0.35714285714285715,0.43478260869565216
1995.0,3651,49,0.9786359901396877,0.3644859813084112,0.7959183673469388,0.5,0.9402882752212489,0.44438475211117023,0.35714285714285715,0.5102040816326531,0.42016806722689076,0.3611111111111111,0.5306122448979592,0.4297520661157025
2011.0,105,3,0.9809523809523809,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9934640522875817,0.8055555555555556,0.5,0.3333333333333333,0.4,0.5,0.3333333333333333,0.4
2001.0,276,1,0.9818840579710145,0.16666666666666666,1.0,0.2857142857142857,0.9890909090909091,0.25,0.25,1.0,0.4,0.25,1.0,0.4
2019.0,189,1,0.9682539682539683,0.14285714285714285,1.0,0.25,1.0,1.0,0.2,1.0,0.3333333333333333,0.2,1.0,0.3333333333333333
2020.0,210,3,0.9809523809523809,0.42857142857142855,1.0,0.6,0.9887278582930757,0.6095238095238096,0.25,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.2857142857142857
1996.0,60,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005.0,90,1,0.9777777777777777,0.0,0.0,0.0,0.6741573033707865,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2006.0,69,0,0.9710144927536232,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003.0,96,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999.0,255,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997.0,54,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.0,120,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.0,93,0,0.967741935483871,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,6,0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
