country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
Germany,11247,295,0.972970569929759,0.4912959381044487,0.8610169491525423,0.625615763546798,0.9507253531589308,0.5573699974045364,0.5545722713864307,0.6372881355932203,0.5930599369085173,0.5352112676056338,0.6440677966101694,0.5846153846153846
France,10455,158,0.9805834528933525,0.42857142857142855,0.8544303797468354,0.5708245243128964,0.9576778538175676,0.49833419773807275,0.5,0.6708860759493671,0.572972972972973,0.4885844748858447,0.6772151898734177,0.5676392572944297
