accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
0.9942279942279942,1.0,0.6363636363636364,0.7777777777777778,0.9942279942279942,0.9942279942279942,0.9942279942279942,0.8874269005847953,0.775,0.015873015873015872,0.991602239402826,0.8344268798998653,1995.0,693,11
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1996.0,12,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1997.0,21,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0392156862745098,1.0,1.0,1998.0,51,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1999.0,45,0
0.9813664596273292,0.6,0.75,0.6666666666666666,0.9813664596273292,0.9813664596273292,0.9813664596273292,0.8285410010649628,0.6572036905606813,0.024844720496894408,0.9780608634111819,0.8263710826210827,2000.0,483,12
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2001.0,51,0
0.9977477477477478,1.0,0.8,0.8888888888888888,0.9977477477477478,0.9977477477477478,0.9977477477477478,0.943875616230565,0.8877654196157735,0.01126126126126126,0.9995444191343964,0.9666666666666666,2002.0,444,5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2003.0,9,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.047619047619047616,1.0,1.0,2004.0,21,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2005.0,12,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2006.0,9,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.023809523809523808,1.0,1.0,2007.0,42,1
0.977961432506887,0.6428571428571429,0.75,0.6923076923076923,0.977961432506887,0.977961432506887,0.977961432506887,0.8404395604395605,0.6809492419248517,0.03305785123966942,0.9615384615384615,0.7864487419019477,2008.0,363,12
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2009.0,15,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2010.0,9,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2011.0,24,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.037037037037037035,1.0,1.0,2012.0,27,1
0.9333333333333333,0.0,0.0,0.0,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.4827586206896552,0.0,0.0,,0.0,2013.0,15,0
0.9629629629629629,0.6666666666666666,1.0,0.8,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.889795918367347,0.7804878048780488,0.07407407407407407,1.0,1.0,2014.0,27,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2015.0,150,0
0.9885057471264368,0.75,0.75,0.75,0.9885057471264368,0.9885057471264368,0.9885057471264368,0.8720588235294118,0.7441176470588236,0.022988505747126436,0.9926470588235293,0.7470238095238095,2016.0,174,4
0.9761904761904762,0.5,0.5,0.5,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.7439024390243902,0.4878048780487805,0.023809523809523808,0.9939024390243902,0.8333333333333333,2017.0,84,2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.008547008547008548,1.0,1.0,2018.0,117,1
0.9722222222222222,0.5,1.0,0.6666666666666666,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.8260869565217391,0.6538461538461539,0.027777777777777776,1.0,1.0,2019.0,36,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2020.0,30,0
0.9932432432432432,0.8823529411764706,0.9375,0.9090909090909091,0.9932432432432432,0.9932432432432432,0.9932432432432432,0.9527910685805423,0.9055854834136661,0.036036036036036036,0.9982476635514018,0.9495682626197333,2021.0,444,16
0.9846743295019157,0.6818181818181818,0.9375,0.7894736842105263,0.9846743295019157,0.9846743295019157,0.9846743295019157,0.8907606989641101,0.7817269496132135,0.03065134099616858,0.9946887351778656,0.8317202363554919,2022.0,522,16
0.9925925925925926,0.5,1.0,0.6666666666666666,0.9925925925925926,0.9925925925925926,0.9925925925925926,0.8314606741573034,0.6633416458852868,0.007407407407407408,1.0,1.0,2023.0,405,3
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,,3,0
