accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,year,n_pairs,n_pos_entail
0.99375,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.99375,0.99375,0.99375,0.8317560462670872,0.6635120925341746,0.009375,0.9751139151770067,0.5242566624468464,1995.0,960,9
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1996.0,28,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,1997.0,8,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.020833333333333332,1.0,1.0,1998.0,48,1
0.9852941176470589,0.0,0.0,0.0,0.9852941176470589,0.9852941176470589,0.9852941176470589,0.4962962962962963,0.0,0.0,,0.0,1999.0,68,0
0.9914772727272727,0.6666666666666666,0.2857142857142857,0.4,0.9914772727272727,0.9914772727272727,0.9914772727272727,0.6978540772532189,0.39639897113460987,0.009943181818181818,0.9895470383275261,0.6951839826839827,2000.0,704,7
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2001.0,80,0
0.9940476190476191,0.8,0.5714285714285714,0.6666666666666666,0.9940476190476191,0.9940476190476191,0.9940476190476191,0.8318318318318318,0.6637478108581436,0.010416666666666666,0.9338345864661655,0.7716345143529609,2002.0,672,7
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2003.0,36,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2004.0,28,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.041666666666666664,1.0,1.0,2005.0,24,1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2006.0,20,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2007.0,32,0
0.991304347826087,0.75,0.5,0.6,0.991304347826087,0.991304347826087,0.991304347826087,0.7978021978021979,0.5957820738137083,0.013043478260869565,0.9941262848751835,0.7244047619047619,2008.0,460,6
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2009.0,32,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2010.0,20,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2011.0,52,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2012.0,28,0
0.9642857142857143,0.0,0.0,0.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.4909090909090909,0.0,0.0,,0.0,2013.0,28,0
0.9642857142857143,0.0,0.0,0.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,0.4909090909090909,0.0,0.0,,0.0,2014.0,28,0
0.9935897435897436,1.0,0.5,0.6666666666666666,0.9935897435897436,0.9935897435897436,0.9935897435897436,0.8317152103559871,0.6637931034482758,0.01282051282051282,0.8733766233766235,0.524390243902439,2015.0,156,2
0.9963235294117647,1.0,0.5,0.6666666666666666,0.9963235294117647,0.9963235294117647,0.9963235294117647,0.8324091189155884,0.6650246305418719,0.007352941176470588,0.9944444444444445,0.7,2016.0,272,2
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2017.0,120,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2018.0,144,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2019.0,48,0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,,0.0,2020.0,56,0
0.9888888888888889,0.6666666666666666,0.9090909090909091,0.7692307692307693,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.8817690848051379,0.7636761487964989,0.020370370370370372,0.993641519161368,0.8385609488550665,2021.0,540,11
0.9864341085271318,0.8,0.4,0.5333333333333333,0.9864341085271318,0.9864341085271318,0.9864341085271318,0.7632251720747296,0.5272251308900524,0.01937984496124031,0.9948616600790514,0.7833494283494283,2022.0,516,10
0.9844827586206897,0.7,0.5384615384615384,0.6086956521739131,0.9844827586206897,0.9844827586206897,0.9844827586206897,0.8003900424457956,0.6009174311926606,0.022413793103448276,0.9637769637769638,0.5848827262348022,2023.0,580,13
