country,n_pairs,n_pos_entail,accuracy,precision,recall,f1,roc_auc,pr_auc,precision_recalibrated,recall_recalibrated,f1_recalibrated,precision_threshold_tuned,recall_threshold_tuned,f1_threshold_tuned
Germany,14996,196,0.9678580954921312,0.2744479495268139,0.8877551020408163,0.41927710843373495,0.9641595421952566,0.3766924513025898,0.37777777777777777,0.4336734693877551,0.40380047505938244,0.3308270676691729,0.673469387755102,0.4436974789915966
France,13940,146,0.9583213773314204,0.18061674008810572,0.8424657534246576,0.2974607013301088,0.9428881129575891,0.2559026982979286,0.21367521367521367,0.3424657534246575,0.2631578947368421,0.20493827160493827,0.5684931506849316,0.30127041742286753
