accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,country,n_pairs,n_pos_entail
0.9927431059506531,0.7096774193548387,0.6666666666666666,0.6875,0.9927431059506531,0.9927431059506531,0.9927431059506531,0.8419144640234948,0.6838325551514873,0.011973875181422351,0.9695856842386406,0.632266100933097,France,2756,33
0.9940554821664465,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.9940554821664465,0.9940554821664465,0.9940554821664465,0.8533372081759178,0.7067028283611003,0.011228533685601057,0.9798616841526191,0.6591392138960127,Germany,3028,34
