model,fold,hypothesis_label,accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,n_pairs,n_pos_entail
labor_market_w_entrepreneurs,3,employers,0.990990991,0.923076923,0.923076923,0.923076923,0.990990991,0.990990991,0.990990991,0.959146117,0.918292234,0.058558559,0.997791682,0.975708502,222,13
labor_market_w_entrepreneurs,3,entrepreneur,0.797297297,0.93220339,0.572916667,0.709677419,0.797297297,0.797297297,0.797297297,0.776984038,0.567195217,0.432432432,0.87202381,0.876967643,222,96
labor_market_w_entrepreneurs,3,housewife and househusband,1,1,1,1,1,1,1,1,1,0.018018018,1,1,222,4
labor_market_w_entrepreneurs,3,retirees,0.990990991,0.75,0.75,0.75,0.990990991,0.990990991,0.990990991,0.872706422,0.745412844,0.018018018,0.994266055,0.861111111,222,4
labor_market_w_entrepreneurs,3,self-employed and freelancers,1,1,1,1,1,1,1,1,1,0.013513514,1,1,222,3
labor_market_w_entrepreneurs,3,unemployed,0.981981982,0.875,0.7,0.777777778,0.981981982,0.981981982,0.981981982,0.884194053,0.768508863,0.045045045,0.988679245,0.898646953,222,10
labor_market_w_entrepreneurs,3,wage and salary earners,0.90990991,0.971830986,0.793103448,0.873417722,0.90990991,0.90990991,0.90990991,0.901743826,0.804594666,0.391891892,0.955129842,0.952622106,222,87
labor_market_w_entrepreneurs,4,CEOs and corporate leaders,0.977477477,1,0.642857143,0.782608696,0.977477477,0.977477477,0.977477477,0.885366106,0.771322621,0.063063063,0.913118132,0.779715633,222,14
labor_market_w_entrepreneurs,4,civil servants,1,1,1,1,1,1,1,1,1,0.040540541,1,1,222,9
labor_market_w_entrepreneurs,4,employers,0.986486486,0.857142857,0.923076923,0.888888889,0.986486486,0.986486486,0.986486486,0.940847322,0.881705151,0.058558559,0.935958778,0.917493317,222,13
labor_market_w_entrepreneurs,4,entrepreneur,0.882882883,0.948051948,0.768421053,0.848837209,0.882882883,0.882882883,0.882882883,0.876624487,0.754946081,0.427927928,0.949937837,0.951358166,222,95
labor_market_w_entrepreneurs,4,housewife and househusband,1,1,1,1,1,1,1,1,1,0.018018018,1,1,222,4
labor_market_w_entrepreneurs,4,retirees,0.981981982,0.5,0.5,0.5,0.981981982,0.981981982,0.981981982,0.745412844,0.490825688,0.018018018,0.995412844,0.816666667,222,4
labor_market_w_entrepreneurs,4,self-employed and freelancers,0.990990991,1,0.333333333,0.5,0.990990991,0.990990991,0.990990991,0.747727273,0.496598639,0.013513514,0.99238965,0.666666667,222,3
labor_market_w_entrepreneurs,4,unemployed,0.972972973,0.75,0.6,0.666666667,0.972972973,0.972972973,0.972972973,0.82629108,0.652763295,0.045045045,0.958490566,0.799492063,222,10
labor_market_w_entrepreneurs,4,wage and salary earners,0.927927928,0.961038961,0.850574713,0.902439024,0.927927928,0.927927928,0.927927928,0.922648084,0.845632334,0.391891892,0.969178374,0.963000734,222,87
