accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,roc_auc,pr_auc,country,n_pairs,n_pos_entail
0.8642857142857143,0.9047619047619048,0.5277777777777778,0.6666666666666666,0.8642857142857143,0.8642857142857143,0.8642857142857143,0.7907324364723467,0.5887445887445888,0.8680555555555555,0.7853129886309475,France,140,36
0.8870967741935484,0.8695652173913043,0.6451612903225806,0.7407407407407407,0.8870967741935484,0.8870967741935484,0.8870967741935484,0.8342878961435662,0.6705882352941177,0.944502254595907,0.8520242646579793,Germany,124,31
