accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,decade,n_pairs,n_pos_entail
0.8653846153846154,0.875,0.5384615384615384,0.6666666666666666,0.8653846153846154,0.8653846153846154,0.8653846153846154,0.7911646586345381,0.5882352941176471,0.25,0.9506903353057199,0.8676012022165867,1990.0,52,13
0.8529411764705882,0.8888888888888888,0.47058823529411764,0.6153846153846154,0.8529411764705882,0.8529411764705882,0.8529411764705882,0.7622377622377623,0.5348837209302326,0.25,0.9181084198385236,0.8586079813757602,2000.0,68,17
0.75,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.75,0.75,0.75,0.6415770609318996,0.29328621908127206,0.275,0.8495297805642633,0.7072121508338517,2010.0,40,11
0.8875,0.9285714285714286,0.6190476190476191,0.7428571428571429,0.8875,0.8875,0.8875,0.8354285714285714,0.674502712477396,0.2625,0.9620661824051655,0.919932056175358,2020.0,80,21
0.875,1.0,0.5714285714285714,0.7272727272727273,0.875,0.875,0.875,0.8230958230958232,0.6538461538461537,0.2916666666666667,0.8991596638655461,0.8328754578754578,,24,7
