accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,roc_auc,pr_auc,country,n_pairs,n_pos_entail
0.9743589743589743,1.0,0.9333333333333333,0.9655172413793104,0.9743589743589743,0.9743589743589743,0.9743589743589743,0.9725545390570021,0.9451476793248945,0.9638888888888889,0.9690476190476189,France,39,15
0.8974358974358975,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8974358974358975,0.8974358974358975,0.8974358974358975,0.8846153846153846,0.7692307692307692,0.9585798816568047,0.9410256410256408,Germany,39,13
