accuracy,precision_binary,recall_binary,f1_binary,precision_micro,recall_micro,f1_micro,f1_macro,cohen_kappa,prevalence,roc_auc,pr_auc,decade,n_pairs,n_pos_entail
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1990.0,3,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,2010.0,3,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,2020.0,6,2
0.9545454545454546,1.0,0.88,0.9361702127659575,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9504380475594494,0.9010989010989011,0.3787878787878788,0.975609756097561,0.9800000000000001,,66,25
